ID,Code,Lesson,Structure,Pinyin,English Equivalent,复习,Example,Example Pinyin,Example Translation,URL
476,5.19.1,Lesson,N 般,N bān ,like N,,她的脸上露出了阳光般的笑容。,tā de liǎn shàng lùchū le yángguāng bān de xiàoróng。 ,Her face showed a sunny (lit. like sunlight) smile.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5517723
477,5.19.2,Lesson,闻,wén ,to smell,,他把壶盖儿打开，闻了闻，原来是酒。,tā bǎ hú gàir dǎkāi， wén le wén， yuánlái shì jiǔ。 ,He opened the lid of the pot and smelled it. It turned out to be alcohol.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5517724
478,5.19.2,Lesson,闻,wén ,to hear,,百闻不如一见。,bǎiwénbùrúyījiàn。 ,Seeing is believing. (Lit. hearing about something 100 times is not as good as seeing it once.)  ,https://chinesezerotohero.teachable.com/courses/302483/lectures/5517724
479,5.19.3,Lesson,趁,chèn ,while (an opportunity exists),4.14.3 既然,趁电影还没开始，我去买两瓶矿泉水。,chèn diànyǐng hái méi kāishǐ， wǒ qù mǎi liǎng píng kuàngquánshuǐ。 ,"The movie hasn’t started, I’ll make use of the opportunity and get two bottles of mineral water.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517727
480,5.20.1,Lesson,V 不起,V bù qǐ ,cannot,,他家里很穷，买不起灯，一到晚上就不能读书。,tā jiālǐ hěn qióng， mǎibuqǐ dēng， yī dào wǎnshang jiù bùnéng dúshū。 ,"His family is very poor and can't afford a lamp, [so he] can’t read at night.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517726
481,5.20.1,Lesson,V 得起,V dé qǐ ,can stand/tolerate,,经得起时间考验的朋友才算是真正的朋友。,jīngdeqǐ shíjiān kǎoyàn de péngyou cái suànshì zhēnzhèng de péngyou。 ,A friend who can stand the test of time is a true friend.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5517726
482,5.20.2,Lesson,支,zhī ,"to prop up, to support",,他的两只手放在桌上，支着脑袋，想着事情。,tā de liǎng zhǐ shǒu fàng zài zhuō shàng， zhī zhe nǎodài， xiǎng zhe shìqing。 ,"His two hands were on the table, propping up his head, and he thought about things.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517725
483,5.20.2,Lesson,支,zhī ,"(measure word for guns, songs, or armies)",5.07.3 根,给他十支枪，他就能拉起一支军队来。,gěi tā shí zhī qiāng， tā jiù néng lā qǐ yī zhī jūnduì lái。 ,Give him ten guns and he can raise an army.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5517725
484,5.20.3,Lesson,凭,píng ,to reply on,5.01.2 靠,干工作不能光凭经验，还要有创新。,gàn gōngzuò bùnéng guāng píng jīngyàn， hái yàoyǒu chuàngxīn。 ,"When we work, we can’t just rely on experience, we also need to innovate.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517728
485,5.21.1,Lesson,硬 V,yìng V ,by brute force,,虽然中药有点儿苦，但他还是硬喝下去了。,suīrán Zhōngyào yǒudiǎnr kǔ， dàn tā háishi yìng hē xiàqù le。 ,"Although the Chinese medicine is a bit bitter, he still bit the bullet and drank it.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517729
486,5.21.1,Lesson,硬 V,yìng V ,to insist on V-ing,5.16.3 非,我不让他去，他硬要去。,wǒ bù ràng tā qù， tā yìngyào qù。 ,"I won’t let him go, he just insists on going.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517729
487,5.21.2,Lesson,偶然的,ǒurán de ,accidental (opportunity),,那是一次偶然的相遇。,nàshi yīcì ǒurán de xiāngyù。 ,It was an accidental encounter.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5517734
488,5.21.2,Lesson,偶然 V,ǒurán V ,occasionally,,她专心地织着毛衣，偶然也会抬眼看一下墙上的挂钟。,tā zhuānxīn dì zhī zhe máoyī， ǒurán yě huì tái yǎnkàn yīxià qiáng shàng de guàzhōng。 ,"She focused on knitting a sweater, and occasionally glances at the clock on the wall.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517734
489,5.21.3,Lesson,尽快 V,jǐnkuài V ,as soon as possible,3.05.2 越……越……,新产品出了点儿问题，你和严经理尽快商量一下这事。,xīnchǎnpǐn chū le diǎnr wèntí， nǐ hé yán jīnglǐ jǐnkuài shāngliang yīxià zhè shì。 ,The new product has some problems. You should discuss with Manager Yan as soon as you can.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5517730
490,5.22.1,Lesson,一旦 V,yīdàn V ,once (something happens),"3.18.1， 4.08.2 只要
4.20.2 一……就",女人一旦做了母亲，就变得矛盾了。,nǚrén yīdàn zuò le mǔqīn， jiù biànde máodùn le。 ,"Once a woman becomes a mother, she becomes torn (by conflicting [emotions])",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517731
491,5.22.2,Lesson,难免,nánmiǎn ,inevitable,第11课生词“避免”,刚开始工作，这样的错误是难免的。,gāng kāishǐ gōngzuò， zhèyàng de cuòwù shì nánmiǎn de。 ,"At the beginning of work, such mistakes are inevitable.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517732
492,5.22.3,Lesson,自从 TIME,zìcóng TIME ,since TIME,,自从我到北京以后，身体越来越好了。,zìcóng wǒ dào Běijīng yǐhòu， shēntǐ yuèláiyuè hǎole。 ,"Since I arrived in Beijing, my body has gotten better and better.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5517733
493,5.23.1,Lesson,一致,yīzhì ,in agreement,反义词是“有分歧”,他们的意见不一致。,tāmen de yìjiàn bù yīzhì。 ,Their opinions do not agree.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607687
494,5.23.1,Lesson,一致 V,yīzhì V ,unanimously,,专家们一致认为这是一种成功的产品。,zhuānjiā men yīzhì rènwéi zhè shì yīzhǒng chénggōng de chǎnpǐn。 ,Experts agree (lit. unanimously think) that this is a successful product.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607687
495,5.23.2,Lesson,某 (M) N,mǒu (M) N ,certain,3.15.2 什么 any,进行某(个)方面的训练，就可以在那方面的能力提高。,jìnxíng mǒu( gè) fāngmiàn de xùnliàn， jiù kěyǐ zài nà fāngmiàn de nénglì tígāo。 ,"If you receiving training in a certain discipline (lit. aspect), you will be able to improve your ability in that discipline.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607689
496,5.23.2,Lesson,某某,mǒumǒu ,so-and-so,,在墙上写“某某到此一游”的行为是不文明的。,zài qiáng shàng xiě“ mǒumǒu dàocǐyīyóu” de xíngwéi shì bù wénmíng de。 ,It is not civil to write “so-and-so visited here” on the wall.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607689
497,5.23.2,Lesson,name 某/某某,name mǒu/ mǒumǒu ,placeholder for a name,,公司业务员李某/李某某闻之大喜。,gōngsī yèwùyuán lǐ mǒu/ lǐ mǒumǒu wén zhī dàxǐ。 ,Company salesman Li (So-and-so) heard the big joy.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607689
498,5.23.3,Lesson,幸亏……,xìngkuī…… ,thankfully…,"5.13.3 多亏
幸亏后面不能是noun，这一点和“多亏”不同。",幸亏你提醒了我，我今天就去报名。,xìngkuī nǐ tíxǐng le wǒ， wǒ jīntiān jiù qù bàomíng。 ,Thankfully you reminded me. I am going to sign up today.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607690
499,5.24.1,Lesson,行动,xíngdòng ,"activity, action","HSK 4生词“活动”
HSK 2生词“运动”",我们应该勇敢面对困难，迅速采取行动。,wǒmen yīnggāi yǒnggǎn miànduì kùnnan， xùnsù cǎiqǔxíngdòng。 ,We should meet difficulties with courage and act quickly.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607688
500,5.24.1,Lesson,行动,xíngdòng ,move around,,他运动时受伤了，行动不便。,tā yùndòng shí shòushāng le， xíngdòngbùbiàn。 ,"When he was doing sports he injured his feet, so it’s hard for him to move around.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607688
501,5.24.1,Lesson,行动,xíngdòng ,act,,有些鸟类喜欢单独行动。,yǒuxiē niǎolèi xǐhuan dāndú xíngdòng。 ,Some birds like to act alone.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607688
502,5.24.2,Lesson,义务,yìwù ,obligation,HSK 4生词“责任”,建设家乡，人人有责，我们也要承担这个义务。,jiànshè jiāxiāng， rénrényǒuzé， wǒmen yě yào chéngdān zhège yìwù。 ,"Everyone has the responsibility of building his/her hometown, and we should also take up this obligation.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607691
503,5.24.2,Lesson,义务,yìwù ,compulsory,,我们每个学期都要至少参加三次义务劳动。,wǒmen měi gè xuéqī dōu yào zhìshǎo cānjiā sāncì yìwù láodòng。 ,We must participate in at least three compulsory labor per semester.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607691
504,5.25.1,Lesson,朝,cháo ,toward,"向（只是“朝N”不能在verb后面）
往",我仿佛看到胜利正朝我们走来。,wǒ fǎngfú kàn dào shènglì zhèng cháo wǒmen zǒu lái。 ,I seem to see victory coming towards us.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607692
505,5.25.1,Lesson,朝,cháo ,to face toward,,我们学校的正门坐西朝东。,wǒmen xuéxiào de zhèngmén zuò xī cháo dōng。 ,The main entrance of our school is situated in the west and oriented toward the east.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607692
506,5.25.2,Lesson,简直,jiǎnzhí ,"practically, in essence ",,船长简直是疯了！,chuánzhǎng jiǎnzhí shì fēng le！ ,The captain is practically mad!,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607694
507,5.26.1,Lesson,来,lái ,over,4.09.5 上千,他几乎每天都能钓到5斤来重的大鱼。,tā jīhū měitiān dōu néng diào dào5 jīn lái zhòng de dà yú。 ,He can catch over 5 pounds (weight) of fish almost every day.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607693
508,5.26.1,Lesson,一来(是)……二来(是)……,yīlái( shì)…… èrlái( shì)…… ,First… secondly…,,我到这里看看大家，一(来)是给大家送水果，二(来)是看看大家过节还有什么难处。,wǒ dào zhèlǐ kànkan dàjiā， yī( lái) shì gěi dàjiā sòng shuǐguǒ， èr( lái) shì kànkan dàjiā guòjié háiyǒu shénme nánchu。 ,"I am here to see everyone, one [reason] is to bring fruit to everyone, another [reason] is to see if anyone has any difficulties over the holidays.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607693
509,5.26.2,Lesson,至于,zhìyú ,as for,,我们决定明年结婚，至于具体时间还要再商量。,wǒmen juédìng míngnián jiéhūn， zhìyú jùtǐ shíjiān hái yào zài shāngliang。 ,"We decided to get married next year. As for the specific time, we’ll have to discuss later.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607695
510,5.26.2,Lesson,至于,zhìyú ,go so far as,,他不至于撒谎。,tā bùzhìyú sāhuǎng。 ,He won’t go so far as to tell a lie.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607695
511,5.26.3,Lesson,总算,zǒngsuàn ,finally,HSK 3生词“终于”,经过沟通，大导演总算搞明白了。,jīngguò gōutōng， dà dǎoyǎn zǒngsuàn gǎo míngbai le。 ,"After communicating, the principal director has finally figured it out.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607696
512,5.26.3,Lesson,总算,zǒngsuàn ,finally,,虽然这家宾馆不太好，但总算有个睡觉的地方了。,suīrán zhè jiā bīnguǎn bùtàihǎo， dàn zǒngsuàn yǒu gè shuìjiào de dìfang le。 ,"Although this hotel is not very good, there is finally a place to sleep.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607696
513,5.27.1,Lesson,V 下来,V xiàlai ,V down,5.5.4 起来,你的论文大概什么时候发表？定下来了吗？,nǐ de lùnwén dàgài shénmeshíhou fābiǎo？ dìng xiàlai le ma？ ,When will your paper be published? Have you decided (lit. decided down)?,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607698
514,5.27.2,Lesson,舍得,shěde ,willing (to to let go),,把你最喜欢的玩具送给小朋友，你舍得吗？,bǎ nǐ zuì xǐhuan de wánjù sònggěi xiǎopéngyǒu， nǐ shěde ma？ ,"Give your favorite toys to children, are you willing (to let go)?",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607697
515,5.27.2,Lesson,舍不得,shěbude ,unwilling (to to let go),,有些人舍不得把钱花在有意思的事情上。,yǒuxiērén shěbude bǎ qián huā zài yǒuyìsi de shìqing shàng。 ,Some people are reluctant to spend money on fun things.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607697
516,5.28.1,Lesson,从此,cóngcǐ ,since then,5.22.3 自从,从此李白刻苦用功，最后成了一位伟大的诗人。,cóngcǐ Lǐ Bái kèkǔ yònggōng， zuìhòu chéngle yī wèi wěidà de shīrén。 ,"Since then, Li Bai has worked hard and finally became a great poet.",https://chinesezerotohero.teachable.com/courses/302483/lectures/5607701
517,5.28.2,Lesson,假设……,jiǎshè…… ,suppose …,,假设你的钱用完了呢？你该怎么办呢？,jiǎshè nǐ de qián yòng wánle ne？ nǐ gāi zěnmebàn ne？ ,Suppose your money is running out? What would you do?,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607699
518,5.28.2,Lesson,假设,jiǎshè ,supposition,,您当年的假设已经被证明是对的。,nín dāngnián de jiǎshè yǐjīng bèi zhèngmíng shì duì de。 ,Your assumptions for the year have been proven to be correct.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607699
519,5.28.3,Lesson,堆,duī ,"a pile, a heap",,工厂旁边有一个建筑材料堆。,gōngchǎng pángbiān yǒu yī gè jiànzhù cáiliào duī。 ,There is a pile of building materials next to the factory.,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607700
520,5.28.3,Lesson,堆,duī ,"to pile, to heap",,这些零件怎么都堆在这儿啊？,zhèxiē língjiàn zěnme dōu duī zài zhèr ā？ ,How are these parts piled up here?,https://chinesezerotohero.teachable.com/courses/302483/lectures/5607700
521,5.29.1,Lesson,不如 N A,bùrú N A ,not as A as N,,三家的营业额加起来还不如他一家高。,sān jiāde yíngyè'é jiā qilai háibùrú tā yījiā gāo。 ,The turnover of the three companies is not as high as his family.,https://chinesezerotohero.teachable.com/courses/302490/lectures/5607729
522,5.29.1,Lesson,(与其)……不如……,( yǔqí)…… bùrú…… ,rather than… it’s better to,5.17.3 宁可,与其待在家里，不如去外边走走。,yǔqí dài zài jiālǐ， bùrú qù wàibian zǒu zǒu。 ,"Instead of staying at home, it is better to go outside.",https://chinesezerotohero.teachable.com/courses/302490/lectures/5607729
